level_0,level_1,correlation
A130101,F1311,0.9622162261046954
A1301,F1311,0.9621566823058323
A130102,F1311,0.9620764615391243
F1102,F2211,0.96182798780168
A8301,F110201,0.9616148826460882
F2211,F1101,0.961523942949918
F2211,A130301,0.9615144670903925
A8301,F110801,0.9614998070399307
F2211,A141901,0.9613027816759226
A710101,F1307,0.961170989765765
A7101,F1307,0.9610794122336395
A810105,F1101,0.9610580324733522
A130202,F1307,0.9609335252351594
A811102,E9106,0.9609036619341276
A810105,C120110,0.9606268333869059
F2211,F110801,0.9604933542841136
A810105,F1102,0.9602047752941819
A811102,C120110,0.9597071170790572
A1402,F1311,0.9595589420085067
F110802,E9106,0.9594796849828029
A810105,A130102,0.9585702519561814
A1301,A810105,0.9584181866737255
A810105,A130101,0.9582565422321663
A1302,F1307,0.9580291613536025
F1108,E9106,0.9580178151846835
A1401,F1311,0.9579256387440712
A1102,F1311,0.957882797594992
A110102,F1307,0.9578218264090248
A110202,F1311,0.9576584974282002
A1303,F2211,0.9575964220824799
F1108,F2211,0.9575424134249674
C120120,F1307,0.9574959745505394
aging_share_65plus,working_age_share_15_64,-0.957471585535913
A110201,F1311,0.9574546811919461
F2211,A130101,0.9572803325085305
F110802,C120110,0.9572279216123432
F2211,F110202,0.9572245107109295
A1402,F1307,0.9571507201074022
A1301,F2211,0.9571327004566313
A141901,C120110,0.957116273428454
F2211,A130102,0.9569600915979405
A110202,F1307,0.9568218060741133
F110202,F1307,0.9567930848321882
A1419,F2211,0.9567832857490872
A1401,F1307,0.9567230756748576
A710201,F1307,0.9565190550578349
A130301,C120110,0.95645662995982
F2211,A110201,0.9562798489421668
A1101,F1307,0.9562709321961848
A810102,F1311,0.9559364370050463
A141901,E9106,0.9558359448595626
F1108,C120110,0.9556058327152321
F2211,F110802,0.9555519000458575
F2211,A110101,0.9555144974155788
A1101,F1311,0.9552520776007355
A810105,A141902,0.9551324765763086
A811102,F1311,0.9551224200117988
A1102,F1307,0.9550926648767684
A110102,F1311,0.9550389358434225
C120120,F1311,0.9549500068302289
A110101,F1311,0.9548886837439797
A1419,C120110,0.9548584194480303
A810105,F110201,0.9548101908290116
A710201,F1311,0.9547277241683139
F110801,E9106,0.954539637981773
A8201,E9106,0.9544345195504974
A130301,E9106,0.9543963899264984
A130201,F1307,0.9543457232819198
A130301,F1311,0.9541974113550872
F2211,A130302,0.9540708538662552
F2211,A811102,0.9540653035484364
A110101,F1307,0.954042240901821
A1303,C120110,0.9538763628059403
A1303,F1311,0.9537409988867703
A8201,F1311,0.9534562883956483
F2211,A1102,0.9533993685241313
F1102,F1307,0.9531127636011038
A130102,F1307,0.9530993377021639
A1301,F1307,0.9530409234004059
A810105,F1307,0.9530195812222404
F1101,F1307,0.953002097233285
A130101,F1307,0.9529685763136779
A1101,F2211,0.9529199320995624
A130302,F1311,0.9528588869266088
F2211,A710201,0.9528274026895366
F2211,A141902,0.9528034341044341
F2211,A1402,0.952792686423269
A810105,A130302,0.9527502250936738
A110201,F1307,0.9525966784631666
A1419,A810105,0.9525131083688139
A1419,E9106,0.9524340174464051
A141902,C120110,0.9523460112783305
A810102,F1307,0.9522989065087083
F1107,C120110,0.9522798894642959
A1303,A810105,0.9521502481938168
F2211,A1401,0.9520817806139035
F110801,C120110,0.9518312121108773
A1303,E9106,0.9515002851209322
A8201,C120110,0.9514267314674593
A130302,C120110,0.9513736294424985
F110701,C120110,0.9513666788478665
F2211,C120120,0.9511822801307843
A810105,E9106,0.9511397121779482
A1302,F1311,0.9509110560739004
A130202,F1311,0.9508552004554883
A810105,A130301,0.9506654316301689
A141901,F1311,0.9506285134383052
A1419,F1311,0.9506220605896719
F110702,C120110,0.9505093753546212
A130201,F1311,0.950186899442626
F2211,A110202,0.9500554270699476
